Handle,Custom Product Type,Image Src
green-moroccan-towel,Towels,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/icF8GYNLMz.jpg?v=1655122741
green-moroccan-towel,Towels,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/U9yGJpgRNB.jpg?v=1655122741
green-moroccan-towel,Towels,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/0HF12xjKwT.jpg?v=1655122741
green-moroccan-towel,Towels,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/VfSsFG5dZC.jpg?v=1655122741
portefeuille,Accessories,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/aC5XzfmgtD.jpg?v=1655121827
portefeuille,Accessories,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/gRru7CGUy9.jpg?v=1655121827
portefeuille,Accessories,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/PQ7EQ59yVO.jpg?v=1655121827
portefeuille,Accessories,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/joE346Dt7O.jpg?v=1655121827
portefeuille,Accessories,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/zSqURjTE4N.jpg?v=1655121827
portefeuille,Accessories,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/vi0LGnHj9q.jpg?v=1655121827
portefeuille,Accessories,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/PeVEI0aI8e.jpg?v=1655121827
portefeuille,Accessories,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/mexDB96lOo.jpg?v=1655121827
portefeuille,Accessories,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/DNpiAbgh2q.jpg?v=1655121827
portefeuille,Accessories,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/uqcTqcFXhm.jpg?v=1655121827
portefeuille,Accessories,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/x8UZDgVgo0.jpg?v=1655121827
portefeuille,Accessories,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/xMScFvIBrl.jpg?v=1655121827
26-cm-green-black-moroccan-deep-dish,Plate,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/S4VYS14Xa0.jpg?v=1655121604
26-cm-green-black-moroccan-deep-dish,Plate,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/9LJ14UKzFR.jpg?v=1655121604
26-cm-green-black-moroccan-deep-dish,Plate,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/UFXFgjgC6X.jpg?v=1655121604
26-cm-white-black-moroccan-deep-dish,Plate,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/MdvwbbnW8s.jpg?v=1655121595
26-cm-white-black-moroccan-deep-dish,Plate,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/RtGDBKtuBE.jpg?v=1655121595
26-cm-white-black-moroccan-deep-dish,Plate,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/vNzuMmtadB.jpg?v=1655121595
leather-keychain,Accessories,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/bAjUiPEL1c.jpg?v=1655144680
leather-keychain,Accessories,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/FzdK4mHJKb.jpg?v=1655144680
leather-keychain,Accessories,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/UY0PPZQ8sw.jpg?v=1655144680
30-cm-rainbow-moroccan-deep-dish,Plate,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/nX0xvgHafS.jpg?v=1655120979
30-cm-rainbow-moroccan-deep-dish,Plate,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/0uJMD1DG1i.jpg?v=1655120979
30-cm-rainbow-moroccan-deep-dish,Plate,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/JD1zwbRvaa_0ea58e15-8b54-484b-9ecd-489585ad9164.jpg?v=1655120979
30-cm-blue-white-moroccan-deep-dish,Plate,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/j9m0f1VNHc.jpg?v=1655120874
30-cm-blue-white-moroccan-deep-dish,Plate,https://cdn.shopify.com/s/files/1/0050/7478/0275/products/NbUJsKkSx9.jpg?v=1655120874
